ID;Active (0/1);Name *;Categories (x,y,z...);Wholesale price;Brand;Delivery;Availability;Description
;1;Figurka Godfather Funko Pop Michael Corleone Deluxe 1522;(Funko,Godfather (Ojciec Chrzestny));199,00z³;Funko;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong><span style="font-size: small;">Figurka Funko POP! Godfather Michael Corleone 1522 Deluxe Vinyl - wiêkszy rozmiar.</span></strong></p><p><span style="font-size: small;">Urocza figurka wykonana jest z winylu.</span></p><p><span style="font-size: small;">Wymiary: ok. 15 cm.</span></p><p><span style="font-size: small;">Ca³oœæ w oryginalnym opakowaniu.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span></p><p><span style="font-size: small;">Jak na zdjêciu. </span> </p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki Funko POP! dostêpne w sklepie GeekUP!</strong></span></p></div>
;1;Figurka Funko POP Albums Megadeth 23 cm;(Funko,Gad¿ety muzyczne);109,00z³;Funko;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong><span style="font-size: small;">Figurka Funko POP! Albums Megadeth 61.</span></strong></p><p><span style="font-size: small;">Urocza figurka wykonana jest z winylu.</span></p><p><span style="font-size: small;">Wymiary: ok. 23 cm.</span></p><p><span style="font-size: small;">Ca³oœæ w oryginalnym opakowaniu.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span></p></div>
;1;Figurka Funko POP Pokemon Grookey 957;(Funko,Pokemon);55,00z³;Funko;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong><span style="font-size: small;">Figurka Funko POP Pokemon Grookey 957.</span></strong></p><p><span style="font-size: small;">Urocza figurka wykonana jest z winylu.</span></p><p><span style="font-size: small;">Wymiary: ok. 10 cm.</span></p><p><span style="font-size: small;">Ca³oœæ w oryginalnym opakowaniu.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span></p></div>
;1;Figurka Funko POP Avatar The Last Airbender King Bumi 1380 Special Edition;(Funko,Limited Edition (Exclusive));95,00z³;Funko;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong><span style="font-size: small;">Figurka Funko POP! Avatar The Last Airbender King Bumi 1380 Special Edition.</span></strong></p><p><span style="font-size: small;">Urocza figurka wykonana jest z winylu.</span></p><p><span style="font-size: small;">Wymiary: ok. 10 cm.</span></p><p><span style="font-size: small;">Ca³oœæ w oryginalnym opakowaniu.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span></p></div>
;1;Figurka Funko POP Pokemon Munchlax 25 cm;(Funko,Pokemon);119,00z³;Funko;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong><span style="font-size: small;">Figurka Funko POP Pokemon Munchlax.</span></strong></p><p><span style="font-size: small;">Urocza figurka wykonana jest z winylu.</span></p><p><span style="font-size: small;">Wymiary: ok. 25 cm.</span></p><p><span style="font-size: small;">Ca³oœæ w oryginalnym opakowaniu.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span></p></div>
;1;Figurka Funko POP Disney Lilo & Stitch Jumbo Stitch 25 cm Special Edition;(Funko,Limited Edition (Exclusive));155,00z³;Funko;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong><span style="font-size: small;">Figurka Funko POP Disney Lilo &amp; Stitch Jumbo Stitch 25 cm Special Edition 1419.</span></strong></p><p><span style="font-size: small;">Urocza figurka wykonana jest z winylu.</span></p><p><span style="font-size: small;">Wymiary: ok. 25 cm.</span></p><p><span style="font-size: small;">Ca³oœæ w oryginalnym opakowaniu.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span></p></div>
;1;Mini Figurka Aang Avatar The Last Airbender 6 cm;(Pozostali producenci,Inne Bajki, Anime, Komiksy);29,00z³;Pozostali producenci;24 godziny;Ostatnia sztuka!;<div class="resetcss" itemprop="description"><p><strong>Mini Figurka Aang z anime Avatar The Last Airbender od firmy The Loyal Subjects.</strong></p><p>Bardzo ³adne i staranne wykonanie.</p><p>Wymiary: ok. 6-7 cm.</p><p>Produkt oryginalny, licencjonowany.</p><p>Super pomys³ na prezent dla fana anime Avatar.</p><p><strong>Warto tak¿e zerkn¹æ na pozosta³e gad¿ety anime dostêpne w naszym geek sklepie.</strong></p></div>
;1;Figurka Bullseye Hasbro Marvel Legends Retro Collection 10 cm;(Hasbro,Marvel);59,00z³;Hasbro;24 godziny;Ostatnia sztuka!;<div class="resetcss" itemprop="description"><p><strong>Wprost z uniwersum Marvel Comics przedstawiamy figurkê Bullseye'a </strong><strong>od renomowanej firmy Hasbro.</strong></p><p><strong><span style="font-size: small;">Figurka Marvel Legends Retro 3.75 Collection Hasbro - Bullseye.</span></strong></p><p><span style="font-size: small;">Figurka posiada kilka punktów artykulacji.</span></p><p><span style="font-size: small;">Mo¿liwoœæ ustawienia figurki w ró¿nych pozycjach.</span></p><p><span style="font-size: small;">Wymiary: ok. 10 cm.</span></p><p><span style="font-size: small;">Materia³: PVC.</span></p><p><span style="font-size: small;">Ca³oœæ w oryginalnym opakowaniu z motywami Marvel Comics.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span></p><p><span style="font-size: small;">Jak na zdjêciu.</span> </p><p><span style="font-size: small;"><strong>Super pomys³ na prezent dla fana Marvela.</strong></span></p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki Hasbro dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka Cyclops Hasbro Marvel Legends Retro Collection 10 cm;(Hasbro,Marvel);59,00z³;Hasbro;24 godziny;Ostatnia sztuka!;<div class="resetcss" itemprop="description"><p><strong>Wprost z uniwersum Marvel Comics przedstawiamy figurkê Cyklopa z X-Men'a </strong><strong>od renomowanej firmy Hasbro.</strong></p><p><strong><span style="font-size: small;">Figurka Marvel Legends Retro 3.75 Collection Hasbro - Cyclops.</span></strong></p><p><span style="font-size: small;">Figurka posiada kilka punktów artykulacji.</span></p><p><span style="font-size: small;">Mo¿liwoœæ ustawienia figurki w ró¿nych pozycjach.</span></p><p><span style="font-size: small;">Wymiary: ok. 10 cm.</span></p><p><span style="font-size: small;">Materia³: PVC.</span></p><p><span style="font-size: small;">Ca³oœæ w oryginalnym opakowaniu z motywami Marvel Comics.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span></p><p><span style="font-size: small;">Jak na zdjêciu.</span> </p><p><span style="font-size: small;"><strong>Super pomys³ na prezent dla fana Marvela.</strong></span></p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki Hasbro dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka Loki Hasbro Marvel Legends Retro Collection 10 cm;(Hasbro,Marvel);89,00z³;Hasbro;24 godziny;Ostatnia sztuka!;<div class="resetcss" itemprop="description"><p><strong>Wprost z uniwersum Marvel Comics przedstawiamy figurkê Lokiego od renomowanej firmy Hasbro.</strong></p><p><strong><span style="font-size: small;">Figurka Marvel Legends Retro 3.75 Collection Hasbro - Loki.</span></strong></p><p><span style="font-size: small;">Figurka posiada kilka punktów artykulacji.</span></p><p><span style="font-size: small;">Mo¿liwoœæ ustawienia figurki w ró¿nych pozycjach.</span></p><p><span style="font-size: small;">Wymiary: ok. 10 cm.</span></p><p><span style="font-size: small;">Materia³: PVC.</span></p><p><span style="font-size: small;">Ca³oœæ w oryginalnym opakowaniu z motywami Marvel Comics.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span></p><p><span style="font-size: small;">Jak na zdjêciu.</span> </p><p><span style="font-size: small;"><strong>Super pomys³ na prezent dla fana Marvela.</strong></span></p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki Hasbro dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka Royal Guard Hasbro Vintage Collection Star Wars 10 cm;(Hasbro,Star Wars Gwiezdne Wojny);115,00z³;Hasbro;24 godziny;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Wprost z uniwersum Gwiezdnych Wojen przedstawiamy figurkê Royal Guard z czêœci Star Wars Return Of The Jedi od renomowanej firmy Hasbro.</strong></p><p><strong><span style="font-size: small;">Figurka Star Wars Vintage Collection Hasbro - Emperor's Royal Guard.</span></strong></p><p><span style="font-size: small;">Figurka posiada kilka punktów artykulacji oraz dodatkowe akcesoria.</span></p><p><span style="font-size: small;">Mo¿liwoœæ ustawienia figurki w ró¿nych pozycjach.</span></p><p><span style="font-size: small;">Wymiary: ok. 10 cm.</span></p><p><span style="font-size: small;">Materia³: PVC.</span></p><p><span style="font-size: small;">Ca³oœæ w oryginalnym opakowaniu z motywami Star Wars.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span></p><p><span style="font-size: small;">Jak na zdjêciu.</span> </p><p><span style="font-size: small;"><strong>Ciekawy pomys³ na prezent dla fana Star Wars.</strong></span></p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka Iron Man Stealth Armor Hasbro Marvel Legends Retro Collection 10 cm;(Hasbro,Marvel);59,00z³;Hasbro;24 godziny;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Wprost z uniwersum Marvel Comics przedstawiamy figurkê Iron Man Stealth Armor od renomowanej firmy Hasbro.</strong></p><p><strong><span style="font-size: small;">Figurka Marvel Legends Retro 3.75 Collection Hasbro - Iron Man Stealth Armor.</span></strong></p><p><span style="font-size: small;">Figurka posiada kilka punktów artykulacji.</span></p><p><span style="font-size: small;">Mo¿liwoœæ ustawienia figurki w ró¿nych pozycjach.</span></p><p><span style="font-size: small;">Wymiary: ok. 10 cm.</span></p><p><span style="font-size: small;">Materia³: PVC.</span></p><p><span style="font-size: small;">Ca³oœæ w oryginalnym opakowaniu z motywami Marvel Comics.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span></p><p><span style="font-size: small;">Jak na zdjêciu.</span> </p><p><span style="font-size: small;"><strong>Super pomys³ na prezent dla fana Marvela.</strong></span></p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki Hasbro dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka Teebo Ewok Hasbro Vintage Collection Star Wars 10 cm;(Hasbro,Star Wars Gwiezdne Wojny);95,00z³;Hasbro;24 godziny;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Wprost z uniwersum Gwiezdnych Wojen przedstawiamy figurkê Teebo z czêœci Star Wars Return Of The Jedi od renomowanej firmy Hasbro.</strong></p><p><strong><span style="font-size: small;">Figurka Star Wars Vintage Collection Hasbro - Teebo (Ewok).</span></strong></p><p><span style="font-size: small;">Figurka posiada kilka punktów artykulacji oraz dodatkowe akcesoria.</span></p><p><span style="font-size: small;">Mo¿liwoœæ ustawienia figurki w ró¿nych pozycjach.</span></p><p><span style="font-size: small;">Wymiary: ok. 10 cm.</span></p><p><span style="font-size: small;">Materia³: PVC.</span></p><p><span style="font-size: small;">Ca³oœæ w oryginalnym opakowaniu z motywami Star Wars.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span></p><p><span style="font-size: small;">Jak na zdjêciu.</span> </p><p><span style="font-size: small;"><strong>Ciekawy pomys³ na prezent dla fana Star Wars.</strong></span></p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka Funko Jim Halpert The Office Popsies 13 cm;(Funko,The Office);25,00z³;Funko;24 godziny;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurka Funko Popsies The Office (Biuro) Jim Halpert.</strong></p><p>Urocza figurka z serii Popsies z kultowego serialu The Office.</p><p>Figurka wolno stoj¹ca z funkcj¹ Popsies - wyskakuj¹ca wiadomoœæ po wciœniêciu przycisku.</p><p>Wysokoœæ: 13 cm.</p><p>Produkt oryginalny, licencjonowany.</p><p>Super pomys³ na <strong>prezent dla fana The Office.</strong></p><p><strong>Warto sprawdziæ tak¿e pozosta³e figurki i gad¿ety The Office dostêpne w naszym geek sklepie.</strong></p></div>
;1;Figurka Lando Calrissian Hasbro Vintage Collection Star Wars 10 cm;(Hasbro,Star Wars Gwiezdne Wojny);39,00z³;Hasbro;24 godziny;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Wprost z uniwersum Gwiezdnych Wojen przedstawiamy figurkê Lando Calrissiana z czêœci Star Wars Empire Strikes Back od renomowanej firmy Hasbro.</strong></p><p><strong><span style="font-size: small;">Figurka Star Wars Vintage Collection Hasbro - Lando Calrissian.</span></strong></p><p><span style="font-size: small;">Figurka posiada kilka punktów artykulacji oraz dodatkowe akcesoria.</span></p><p><span style="font-size: small;">Mo¿liwoœæ ustawienia figurki w ró¿nych pozycjach.</span></p><p><span style="font-size: small;">Wymiary: ok. 10 cm.</span></p><p><span style="font-size: small;">Materia³: PVC.</span></p><p><span style="font-size: small;">Ca³oœæ w oryginalnym opakowaniu z motywami Star Wars.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span></p><p><span style="font-size: small;">Jak na zdjêciu.</span> </p><p><span style="font-size: small;"><strong>Ciekawy pomys³ na prezent dla fana Star Wars.</strong></span></p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Puzzle Lord Of The Rings Mapa Sródziemia W³adca Pierœcieni 1000 el. Noble Collection;(Noble Collection,Lord Of The Rings);109,00z³;Noble Collection;24 godziny;Ostatnia sztuka!;<div class="resetcss" itemprop="description"><p><strong>Przepiêkne puzzle Lord Of The Rings ukazuj¹ce Mapê Œródziemia. </strong></p><p>Bardzo ³adne i dok³adne wykonanie - <strong>produkty Noble Collection</strong> to gwarancja najwy¿szej jakoœci.</p><p>Puzzle Mapa Œródziemia W³adca Pierœcieni posiadaj¹ 1000 elementów.</p><p>Wymiary po u³o¿eniu: ok. 58 x 58 cm.</p><p>Ca³oœæ w ³adnym pude³ku.</p><p>Produkt oryginalny, licencjonowany.</p><p><strong>Zapraszamy tak¿e do sprawdzenia innych gad¿etów zwi¹zanych ze œwiatem Lord Of The Rings.</strong></p></div>
;1;Figurka IG-11 Hasbro Vintage Collection Star Wars Mandalorian 10 cm;(Hasbro,Star Wars Gwiezdne Wojny);79,00z³;Hasbro;24 godziny;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Wprost z uniwersum Gwiezdnych Wojen przedstawiamy figurkê IG-11 z czêœci Star Wars Mandalorian od renomowanej firmy Hasbro.</strong></p><p><strong><span style="font-size: small;">Figurka Star Wars Vintage Collection Hasbro - IG-11 Droid.</span></strong></p><p><span style="font-size: small;">Figurka posiada kilka punktów artykulacji oraz dodatkowe akcesoria.</span></p><p><span style="font-size: small;">Mo¿liwoœæ ustawienia figurki w ró¿nych pozycjach.</span></p><p><span style="font-size: small;">Wymiary: ok. 10 cm.</span></p><p><span style="font-size: small;">Materia³: PVC.</span></p><p><span style="font-size: small;">Ca³oœæ w oryginalnym opakowaniu z motywami Star Wars.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span></p><p><span style="font-size: small;">Jak na zdjêciu.</span> </p><p><span style="font-size: small;"><strong>Ciekawy pomys³ na prezent dla fana Star Wars.</strong></span></p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Pa³eczki Studio Ghibli Spirited Away W Krainie Bogów 21 cm;(Studio Ghibli,Akcesoria Kuchenne);35,00z³;Studio Ghibli;24 godziny;Ostatnia sztuka!;<div class="resetcss" itemprop="description"><p><strong>Bambusowe pa³eczki z motywem z anime od Studia Ghibli - Spirited Away: W krainie Bogów.</strong></p><p>£adne i starannie wykonane pa³eczki do sushi i innych potraw.</p><p>Motyw ducha No-Face - Boga bez Twarzy.</p><p>Materia³: bambus.</p><p>Wymiary: 21 cm.</p><p>Produkt oryginalny, licencja Studio Ghibli.</p><p>Warto tak¿e zerkn¹æ na pozosta³e gad¿ety anime dostêpne w naszym geekowym sklepie.</p><p style="color: #41464b; font-size: 13px; font-family: 'Open Sans';"> </p><div id="spoon-plugin-kncgbdglledmjmpnikebkagnchfdehbm-2" style="display: none;"> </div></div>
;1;Replika Diamentowy Miecz Minecraft Noble Collection 50 cm;(Noble Collection,Minecraft);319,00z³;Noble Collection;24 godziny;Ostatnia sztuka!;<div class="resetcss" itemprop="description"><p class="p1"><strong>Replika diamentowego miecza z kultowej gry Minecraft od renomowanej firmy Noble Collection.</strong></p><p class="p1"><strong>Diamentowy Miecz Minecraft w skali 1 do 1.</strong></p><p class="p1">Œwietne wykoñczenie i dba³oœæ o detale. Replika sprawia wra¿enie jakby naprawdê pochodzi³a ze œwiata Minecrafta!</p><p class="p1">Mierz¹cy ok. 50 cm miecz z rêkojeœci¹ o szerokoœci ok. 25 cm to idealny pomys³ na wyj¹tkowy prezent dla fanki czy fana Minecrafta.</p><p class="p1">Do miecza do³¹czona jest podstawka z logo gry. Mo¿e pos³u¿yæ równie¿ jako uchwyt na œcianê (materia³y do monta¿u zawarte s¹ w zestawie.</p><p><strong>Unikatowy produkt kolekcjonerski dla fanów gry Minecraft.</strong> </p><p>Produkt nowy, oryginalny, licencjonowany.</p><p>Materia³: PVC.</p><p><strong>Repliki Noble Collection</strong> to gwarancja zadowolenia z zakupu.</p></div>
