ID;Active (0/1);Name *;Categories (x,y,z...);Wholesale price;Brand;Delivery;Availability;Description
;1;Figurka Sabine Wren Retro Collection Star Wars 10 cm;(Star Wars,Star Wars Gwiezdne Wojny);89,00z³;Star Wars;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><span style="font-size: 10pt;"><strong>Figurka Star Wars Retro Collection Hasbro - Sabine Wren.</strong></span></p><p><span style="font-size: 10pt;">Figurka posiada kilka punktów artykulacji oraz dodatkowe akcesoria.</span></p><p><span style="font-size: 10pt;">Mo¿liwoœæ ustawienia figurki w ró¿nych pozycjach.</span></p><p><span style="font-size: 10pt;">Wymiary: ok. 10 cm.</span></p><p><span style="font-size: 10pt;">Materia³: PVC.</span></p><p><span style="font-size: 10pt;">Ca³oœæ w oryginalnym opakowaniu z motywami Star Wars.</span></p><p><span style="font-size: 10pt;">Produkt oryginalny, licencjonowany.</span></p><p><span style="font-size: 10pt;"><strong>Ciekawy pomys³ na prezent dla fana Star Wars.</strong></span></p><p><span style="font-size: 10pt;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka Ahsoka Tano Retro Collection Star Wars 10 cm;(Star Wars,Star Wars Gwiezdne Wojny);69,00z³;Star Wars;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><span style="font-size: 10pt;"><strong>Figurka Star Wars Retro Collection Hasbro - Ahsoka Tano.</strong></span></p><p><span style="font-size: 10pt;">Figurka posiada kilka punktów artykulacji oraz dodatkowe akcesoria.</span></p><p><span style="font-size: 10pt;">Mo¿liwoœæ ustawienia figurki w ró¿nych pozycjach.</span></p><p><span style="font-size: 10pt;">Wymiary: ok. 10 cm.</span></p><p><span style="font-size: 10pt;">Materia³: PVC.</span></p><p><span style="font-size: 10pt;">Ca³oœæ w oryginalnym opakowaniu z motywami Star Wars.</span></p><p><span style="font-size: 10pt;">Produkt oryginalny, licencjonowany.</span></p><p><span style="font-size: 10pt;"><strong>Ciekawy pomys³ na prezent dla fana Star Wars.</strong></span></p><p><span style="font-size: 10pt;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka HK-87 Assassin Droid Retro Collection Star Wars 10 cm;(Star Wars,Star Wars Gwiezdne Wojny);89,00z³;Star Wars;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><span style="font-size: 10pt;"><strong>Figurka Star Wars Retro Collection Hasbro - HK-87 Assassin Droid.</strong></span></p><p><span style="font-size: 10pt;">Figurka posiada kilka punktów artykulacji oraz dodatkowe akcesoria.</span></p><p><span style="font-size: 10pt;">Mo¿liwoœæ ustawienia figurki w ró¿nych pozycjach.</span></p><p><span style="font-size: 10pt;">Wymiary: ok. 10 cm.</span></p><p><span style="font-size: 10pt;">Materia³: PVC.</span></p><p><span style="font-size: 10pt;">Ca³oœæ w oryginalnym opakowaniu z motywami Star Wars.</span></p><p><span style="font-size: 10pt;">Produkt oryginalny, licencjonowany.</span></p><p><span style="font-size: 10pt;"><strong>Ciekawy pomys³ na prezent dla fana Star Wars.</strong></span></p><p><span style="font-size: 10pt;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka Marrok Retro Collection Star Wars 10 cm;(Star Wars,Star Wars Gwiezdne Wojny);89,00z³;Star Wars;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><span style="font-size: 10pt;"><strong>Figurka Star Wars Retro Collection Hasbro - Marrok.</strong></span></p><p><span style="font-size: 10pt;">Figurka posiada kilka punktów artykulacji oraz dodatkowe akcesoria.</span></p><p><span style="font-size: 10pt;">Mo¿liwoœæ ustawienia figurki w ró¿nych pozycjach.</span></p><p><span style="font-size: 10pt;">Wymiary: ok. 10 cm.</span></p><p><span style="font-size: 10pt;">Materia³: PVC.</span></p><p><span style="font-size: 10pt;">Ca³oœæ w oryginalnym opakowaniu z motywami Star Wars.</span></p><p><span style="font-size: 10pt;">Produkt oryginalny, licencjonowany.</span></p><p><span style="font-size: 10pt;"><strong>Ciekawy pomys³ na prezent dla fana Star Wars.</strong></span></p><p><span style="font-size: 10pt;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka Chopper C1-10P Retro Collection Star Wars 10 cm;(Star Wars,Star Wars Gwiezdne Wojny);89,00z³;Star Wars;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><span style="font-size: 10pt;"><strong>Figurka Star Wars Retro Collection Hasbro - Chopper C1-10P.</strong></span></p><p><span style="font-size: 10pt;">Figurka posiada kilka punktów artykulacji oraz dodatkowe akcesoria.</span></p><p><span style="font-size: 10pt;">Mo¿liwoœæ ustawienia figurki w ró¿nych pozycjach.</span></p><p><span style="font-size: 10pt;">Wymiary: ok. 10 cm.</span></p><p><span style="font-size: 10pt;">Materia³: PVC.</span></p><p><span style="font-size: 10pt;">Ca³oœæ w oryginalnym opakowaniu z motywami Star Wars.</span></p><p><span style="font-size: 10pt;">Produkt oryginalny, licencjonowany.</span></p><p><span style="font-size: 10pt;">Jak na zdjêciu. </span></p><p><span style="font-size: 10pt;"><strong>Ciekawy pomys³ na prezent dla fana Star Wars.</strong></span></p><p><span style="font-size: 10pt;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka Captain Cassian Andor Vintage Collection Star Wars 10 cm;(Star Wars,Star Wars Gwiezdne Wojny);119,00z³;Star Wars;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><span style="font-size: 10pt;"><strong>Figurka Star Wars Vintage Collection Hasbro - Captain Cassian Andor.</strong></span></p><p><span style="font-size: 10pt;">Figurka posiada kilka punktów artykulacji oraz dodatkowe akcesoria.</span></p><p><span style="font-size: 10pt;">Mo¿liwoœæ ustawienia figurki w ró¿nych pozycjach.</span></p><p><span style="font-size: 10pt;">Wymiary: ok. 10 cm.</span></p><p><span style="font-size: 10pt;">Materia³: PVC.</span></p><p><span style="font-size: 10pt;">Ca³oœæ w oryginalnym opakowaniu z motywami Star Wars.</span></p><p><span style="font-size: 10pt;">Produkt oryginalny, licencjonowany.</span></p><p><span style="font-size: 10pt;">Jak na zdjêciu. </span></p><p><span style="font-size: 10pt;"><strong>Ciekawy pomys³ na prezent dla fana Star Wars.</strong></span></p><p><span style="font-size: 10pt;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka Clone Trooper Phase I Vintage Collection Star Wars 10 cm;(Star Wars,Star Wars Gwiezdne Wojny);119,00z³;Star Wars;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><span style="font-size: 10pt;"><strong>Figurka Star Wars Vintage Collection Hasbro - Phase I Clone Trooper.</strong></span></p><p><span style="font-size: 10pt;">Figurka posiada kilka punktów artykulacji oraz dodatkowe akcesoria.</span></p><p><span style="font-size: 10pt;">Mo¿liwoœæ ustawienia figurki w ró¿nych pozycjach.</span></p><p><span style="font-size: 10pt;">Wymiary: ok. 10 cm.</span></p><p><span style="font-size: 10pt;">Materia³: PVC.</span></p><p><span style="font-size: 10pt;">Ca³oœæ w oryginalnym opakowaniu z motywami Star Wars.</span></p><p><span style="font-size: 10pt;">Produkt oryginalny, licencjonowany.</span></p><p><span style="font-size: 10pt;">Jak na zdjêciu. </span></p><p><span style="font-size: 10pt;"><strong>Ciekawy pomys³ na prezent dla fana Star Wars.</strong></span></p><p><span style="font-size: 10pt;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka Count Dooku Vintage Collection Star Wars 10 cm;(Star Wars,Star Wars Gwiezdne Wojny);119,00z³;Star Wars;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><span style="font-size: 10pt;"><strong>Figurka Star Wars Vintage Collection Hasbro - Count Dooku.</strong></span></p><p><span style="font-size: 10pt;">Figurka posiada kilka punktów artykulacji oraz dodatkowe akcesoria.</span></p><p><span style="font-size: 10pt;">Mo¿liwoœæ ustawienia figurki w ró¿nych pozycjach.</span></p><p><span style="font-size: 10pt;">Wymiary: ok. 10 cm.</span></p><p><span style="font-size: 10pt;">Materia³: PVC.</span></p><p><span style="font-size: 10pt;">Ca³oœæ w oryginalnym opakowaniu z motywami Star Wars.</span></p><p><span style="font-size: 10pt;">Produkt oryginalny, licencjonowany.</span></p><p><span style="font-size: 10pt;">Jak na zdjêciu. </span></p><p><span style="font-size: 10pt;"><strong>Ciekawy pomys³ na prezent dla fana Star Wars.</strong></span></p><p><span style="font-size: 10pt;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Plecak Loungefly Funko Avatar The Last Airbender;(Loungefly by Funko,Plecaki);229,00z³;Loungefly by Funko;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p>Przedstawiamy<strong> gad¿ety, akcesoria i dodatki od Loungefly </strong>czyli firmy z rodziny Funko<strong>. Produkty Loungefly </strong>charakteryzuje<strong> niezwyk³y design, </strong>najwy¿sza jakoœæ wykonania i dba³oœæ o detale. Od toreb, plecaków i portfeli po opaski na g³owê, torebki, przypinki - znajdzie siê coœ, co bêdzie pasowaæ do ka¿dego stylu.</p><p><strong>Plecak Loungefly Avatar The Last Airbender.</strong></p><p>Oficjalny i oryginalny produkt.</p><p>Wymiary: 25 x 15 x 10 cm.</p><p>Materia³: nylon.</p><p>Zerknij tak¿e na pozosta³e akcesoria Loungefly dostêpne w naszym geekowym sklepie.</p><p> </p></div>
;1;Portmonetka Portfel Loungefly Funko Demon Slayer;(Loungefly by Funko,Portfele);199,00z³;Loungefly by Funko;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p>Przedstawiamy<strong> gad¿ety, akcesoria i dodatki od Loungefly </strong>czyli firmy z rodziny Funko<strong>. Produkty Loungefly </strong>charakteryzuje<strong> niezwyk³y design, </strong>najwy¿sza jakoœæ wykonania i dba³oœæ o detale. Od toreb, plecaków i portfeli po opaski na g³owê, torebki, przypinki - znajdzie siê coœ, co bêdzie pasowaæ do ka¿dego stylu.</p><p><strong>Portfel Portmonetka Loungefly Demon Slayer Group.</strong></p><p>Oficjalny i oryginalny produkt.</p><p>Materia³: skóra PU.</p><p>wymiary: 13 x 2,5 x 10 cm.</p><p>Zerknij tak¿e na pozosta³e akcesoria Loungefly dostêpne w naszym geekowym sklepie.</p><p> </p></div>
;1;Portmonetka Portfel Loungefly Funko Marvel Thor;(Loungefly by Funko,Portfele);149,00z³;Loungefly by Funko;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p>Przedstawiamy<strong> gad¿ety, akcesoria i dodatki od Loungefly </strong>czyli firmy z rodziny Funko<strong>. Produkty Loungefly </strong>charakteryzuje<strong> niezwyk³y design, </strong>najwy¿sza jakoœæ wykonania i dba³oœæ o detale. Od toreb, plecaków i portfeli po opaski na g³owê, torebki, przypinki - znajdzie siê coœ, co bêdzie pasowaæ do ka¿dego stylu.</p><p><strong>Portfel Portmonetka Loungefly Marvel Thor.</strong></p><p>Oficjalny i oryginalny produkt.</p><p>Materia³: skóra PU.</p><p>wymiary: 15 x 2,5 x 10 cm.</p><p>Zerknij tak¿e na pozosta³e akcesoria Loungefly dostêpne w naszym geekowym sklepie.</p><p> </p></div>
;1;Figurka Star Wars Mandalorian Bo Katan Kryze with Throne 15 cm;(Funko,Star Wars Gwiezdne Wojny);89,00z³;Funko;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong><span style="font-size: small;">Figurka Funko POP Star Wars The Mandalorian Bo-Katan Kryze on the Throne.</span></strong></p><p><span style="font-size: small;">Urocza figurka wykonana jest z winylu.</span></p><p><span style="font-size: small;">Wymiary: ok. 15 cm.</span></p><p><span style="font-size: small;">Ca³oœæ w oryginalnym opakowaniu.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span></p><p><span style="font-size: small;">Jak na zdjêciu.</span> </p><p><span style="font-size: small;"><strong>Mega pomys³ na prezent dla ka¿dego fana serii filmów Star Wars - Gwiezdne Wojny. SprawdŸ tak¿e pozosta³e figurki Funko POP! dostêpne w sklepie GeekUP.</strong></span></p></div>
;1;Figurka Funko POP Albums Elvis Presley X-Mas Album;(Funko,Gad¿ety muzyczne);109,00z³;Funko;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong><span style="font-size: small;">Figurka Funko POP! Album Elvis Presley X-Mas.</span></strong></p><p><span style="font-size: small;">Urocza figurka wykonana jest z winylu.</span></p><p><span style="font-size: small;">Wymiary figurki: ok. 10 cm.</span></p><p><span style="font-size: small;">Ca³oœæ w oryginalnym opakowaniu.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span></p></div>
;1;Figurka Funko POP Moments Deluxe Queen 4-Pack Wembley Stadium;(Funko,Gad¿ety muzyczne);479,00z³;Funko;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong><span style="font-size: small;">Figurka Funko POP! Moments Queen 4-Pack.</span></strong></p><p><span style="font-size: small;">Urocza figurka wykonana jest z winylu.</span></p><p><span style="font-size: small;">Wymiary figurek: ok. 10 cm.</span></p><p><span style="font-size: small;">Ca³oœæ w oryginalnym opakowaniu.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span></p></div>
;1;Figurka Funko POP Slipknot Mick 299;(Funko,Gad¿ety muzyczne);75,00z³;Funko;24 godziny;Ostatnia sztuka!;<div class="resetcss" itemprop="description"><p><strong><span style="font-size: small;">Figurka Funko POP! Slipknot Mick 299.</span></strong></p><p><span style="font-size: small;">Urocza figurka wykonana jest z winylu.</span></p><p><span style="font-size: small;">Wymiary: ok. 10 cm.</span></p><p><span style="font-size: small;">Ca³oœæ w oryginalnym opakowaniu.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span></p></div>
;1;Replika Miecz Œwietlny Darth Revan Star Wars Hasbro Force FX Elite Lightsaber Black Series 1/1;(Hasbro,Star Wars Gwiezdne Wojny);1299,00z³;Hasbro;24 godziny;Ostatnia sztuka!;<div class="resetcss" itemprop="description"><p class="p1"><strong>Hasbro Star Wars The Black Series - Miecz œwietlny Darth Revan Force FX Elite.</strong></p><ul class="ul1"><li class="li3">Producent: Hasbro</li><li class="li3">Przedzia³ wiekowy: Od 14 lat</li><li class="li3">P³eæ: Ch³opiec, Dziewczynka</li><li class="li3">Efekty: Œwietlne, DŸwiêkowe</li><li class="li3">Baterie: 3 x AA/LR6 (brak w zestawie)</li><li class="li3">Wymiary: ok. 100 cm (ca³kowita d³ugoœæ miecza)</li><li class="li3">Waga: 2,50 kg</li></ul><p class="p3"><strong>Star Wars The Black Series</strong> jest ekskluzywn¹ kolekcj¹ akcesoriów ze œwiata Gwiezdnych Wojen. To w³aœnie dziêki mieczom œwietlnym z tej serii fani Star Wars mog¹ wyobraziæ sobie najwiêksze pojedynki Jedi.</p><p class="p3">Miecz œwietlny Darth Revan Force FX Elite to elitarne ostrze wyposa¿one w zaawansowan¹ technologiê LED i inspirowane filmami realistyczne efekty dŸwiêkowe.</p><p class="p3">Darth Revan Lightsaber jest najbardziej realistycznym mieczem œwietlnym Force FX, jaki znajdziecie w ca³ej kolekcji Hasbro Star Wars.</p><p class="p3">Dziêki wyj¹tkowym funkcjom miecz Force FX Elite jest uosobieniem najwy¿szej jakoœci i ponadprzeciêtnego realizmu. U¿yj prze³¹cznika i przycisku na rêkojeœci, aby aktywowaæ niesamowite efekty dŸwiêkowe i œwietlne.</p><p class="p3">Stojak na lightsaber pozwoli ci z dum¹ prezentowaæ miecz w gablocie kolekcjonerskiej.</p><p class="p3"><strong>Zawartoœæ opakowania:</strong></p><ul class="ul1"><li class="li3">1 x miecz œwietlny</li><li class="li3">1 x stojak</li><li class="li3">1 x kryszta³ kyber</li><li class="li3">1 x pierœcieñ</li><li class="li3">1 x narzêdzie do zdejmowania pierœcienia</li><li class="li3">instrukcja</li></ul><p class="p3"><strong>Cechy produktu:</strong></p><ul class="ul1"><li class="li3">œwiat³a LED</li><li class="li3">ostrze œwieci na fioletowo i czerwono.</li><li class="li3">realistyczne efekty dŸwiêkowe</li><li class="li3">efekty uruchamiane za pomoc¹ przycisków i za pomoc¹ czujnika ruchu</li><li class="li3">dŸwiêkowy efekt przy w³¹czaniu i wy³¹czaniu</li><li class="li3">duel effect - dŸwiêkowy efekt starcia w pojedynku</li><li class="li3">blaster deflect effect - extra wizualne i dŸwiêkowe efekty w ró¿nych miejscach na ostrzu</li><li class="li3">molten blade tip effect - wizualny i dŸwiêkowy efekt z rozjarzon¹ koñcówk¹ miecza</li><li class="li3">battle clash effect - wizualny i dŸwiêkowy efekt sparowania w pojedynku</li><li class="li3">od³¹czane ostrze</li><li class="li3">wyjmowany kryszta³ kyber</li><li class="li3">rêkojeœæ z prawdziwego metalu</li><li class="li3">reprezentacyjny stojak na miecz</li></ul><p> </p><p>Zewnêtrzne opakowanie mo¿e zawieraæ ma³e niedoskona³oœci (lekkie wzgniecenie/rozdarcie).</p></div>
;1;Figurka Model Pokemon Pikachu Bandai 8 cm;(Bandai,Pokemon);69,00z³;Bandai;24 godziny;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Przedstawiamy modele do sk³adania od Bandai z serii Pokemon.</strong></p><p><strong>Model do z³o¿enia Bandai Pokemon - Pikachu.</strong></p><p>Figurka do samodzielnego z³o¿enia (15 elementów).</p><p>Nie ma potrzeby malowania i klejenia.</p><p>Wysokiej jakoœci produkt od cenionej marki Bandai.</p><p>Wymiary figurki po z³o¿eniu: ok. 8 cm.</p><p>Ciekawy pomys³ na <strong>prezent dla fana Pokemonów.</strong></p><p><strong>Warto rzuciæ okiem na pozosta³e gad¿ety i figurki Pokemon dostêpne w naszym geekowym sklepie.</strong></p><p> </p><div id="spoon-plugin-kncgbdglledmjmpnikebkagnchfdehbm-2" style="display: none;"> </div></div>
;1;Figurka Model Pokemon Jigglypuff Bandai 8 cm;(Bandai,Pokemon);55,00z³;Bandai;24 godziny;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Przedstawiamy modele do sk³adania od Bandai z serii Pokemon.</strong></p><p><strong>Model do z³o¿enia Bandai Pokemon - Jigglypuff.</strong></p><p>Figurka do samodzielnego z³o¿enia.</p><p>Nie ma potrzeby malowania i klejenia.</p><p>Wysokiej jakoœci produkt od cenionej marki Bandai.</p><p>Wymiary figurki po z³o¿eniu: ok. 8 cm.</p><p>Ciekawy pomys³ na <strong>prezent dla fana Pokemonów.</strong></p><p><strong>Warto rzuciæ okiem na pozosta³e gad¿ety i figurki Pokemon dostêpne w naszym geekowym sklepie.</strong></p><p> </p><div id="spoon-plugin-kncgbdglledmjmpnikebkagnchfdehbm-2" style="display: none;"> </div></div>
;1;Figurka Funko POP Albums Rocks Rosalia Motomami;(Funko,Gad¿ety muzyczne);149,00z³;Funko;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong><span style="font-size: small;">Figurka Funko POP! Albums Rocks Rosalia Motomami.</span></strong></p><p><span style="font-size: small;">Urocza figurka wykonana jest z winylu.</span></p><p><span style="font-size: small;">Wymiary: ok. 23 cm.</span></p><p><span style="font-size: small;">Ca³oœæ w oryginalnym opakowaniu.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span></p></div>
;1;Pa³eczki Star Wars Gwiezdne Wojny Obi-Wan Kenobi Miecz Œwietlny;(Star Wars,Star Wars Gwiezdne Wojny);59,00z³;Star Wars;24 godziny;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Kotobukiya przedstawia seriê pa³eczek Star Wars wyprodukowanych na wzór mieczy œwietlnych.</strong> </p><p>Po³¹czenie kultowej serii Star Wars z japoñskimi tradycjami. Idealne do sushi i innych potraw.</p><p>Pa³eczki wykonane na wzór miecza œwietlnego - <strong>Obi Wan Kenobi.</strong></p><p>W zestawie dwie identyczne pa³eczki.</p><p>Wymiary: ok. 24 cm. </p><p><strong>Super pomys³ na prezent dla fana Gwiezdnych Wojen.</strong></p></div>
;1;Figurka Moon Knight Hasbro Marvel Legends Retro Collection 10 cm;(Hasbro,Marvel);55,00z³;Hasbro;24 godziny;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Wprost z uniwersum Marvel Comics przedstawiamy figurkê Moon Knight'a </strong><strong>od renomowanej firmy Hasbro.</strong></p><p><strong><span style="font-size: small;">Figurka Marvel Legends Retro 3.75 Collection Hasbro - Moon Knight.</span></strong></p><p><span style="font-size: small;">Figurka posiada kilka punktów artykulacji.</span></p><p><span style="font-size: small;">Mo¿liwoœæ ustawienia figurki w ró¿nych pozycjach.</span></p><p><span style="font-size: small;">Wymiary: ok. 10 cm.</span></p><p><span style="font-size: small;">Materia³: PVC.</span></p><p><span style="font-size: small;">Ca³oœæ w oryginalnym opakowaniu z motywami Marvel Comics.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span></p><p><span style="font-size: small;">Jak na zdjêciu.</span> </p><p><span style="font-size: small;"><strong>Super pomys³ na prezent dla fana Marvela.</strong></span></p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki Hasbro dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka Amazing Spider-Man Hasbro Marvel Legends Retro Collection 10 cm;(Hasbro,Marvel);89,00z³;Hasbro;24 godziny;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Wprost z uniwersum Marvel Comics przedstawiamy figurkê Spidermana </strong><strong>od renomowanej firmy Hasbro.</strong></p><p><strong><span style="font-size: small;">Figurka Marvel Legends Retro 3.75 Collection Hasbro - Amazing Spider-Man.</span></strong></p><p><span style="font-size: small;">Figurka posiada kilka punktów artykulacji.</span></p><p><span style="font-size: small;">Mo¿liwoœæ ustawienia figurki w ró¿nych pozycjach.</span></p><p><span style="font-size: small;">Wymiary: ok. 10 cm.</span></p><p><span style="font-size: small;">Materia³: PVC.</span></p><p><span style="font-size: small;">Ca³oœæ w oryginalnym opakowaniu z motywami Marvel Comics.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span></p><p><span style="font-size: small;">Jak na zdjêciu.</span> </p><p><span style="font-size: small;"><strong>Super pomys³ na prezent dla fana Marvela.</strong></span></p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki Hasbro dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka Tusken Warrior & Massiff Boba Fett Vintage Collection Star Wars 10 cm;(Star Wars,Star Wars Gwiezdne Wojny);139,00z³;Star Wars;24 godziny;Ostatnia sztuka!;<div class="resetcss" itemprop="description"><p><strong>Wprost z uniwersum Gwiezdnych Wojen przedstawiamy figurkê Tusken Warrior &amp; Massiff z serialu Boba Fett od renomowanej firmy Hasbro.</strong></p><p><strong><span style="font-size: small;">Figurka Star Wars Vintage Collection Hasbro - Tusken Warrior &amp; Massiff.</span></strong></p><p><span style="font-size: small;">Figurka posiada kilka punktów artykulacji oraz dodatkowe akcesoria.</span></p><p><span style="font-size: small;">Mo¿liwoœæ ustawienia figurki w ró¿nych pozycjach.</span></p><p><span style="font-size: small;">Wymiary: ok. 10 cm.</span></p><p><span style="font-size: small;">Materia³: PVC.</span></p><p><span style="font-size: small;">Ca³oœæ w oryginalnym opakowaniu z motywami Star Wars.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span></p><p><span style="font-size: small;">Jak na zdjêciu.</span> </p><p><span style="font-size: small;"><strong>Ciekawy pomys³ na prezent dla fana Star Wars.</strong></span></p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka Funko POP NBA Cover Vince Carter Slam Magazine 28 cm;(Funko,Gad¿ety koszykarskie);175,00z³;Funko;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong><span style="font-size: small;">Figurka Funko POP! NBA Cover Vince Carter Slam Magazine.</span></strong></p><p><span style="font-size: small;">Urocza figurka wykonana jest z winylu.</span></p><p><span style="font-size: small;">Wymiary: ok. 28 cm.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki Funko POP! dostêpne w naszym sklepie.</strong></span></p><div id="spoon-plugin-kncgbdglledmjmpnikebkagnchfdehbm-2" style="display: none;"> </div></div>
;1;Figurka Funko POP NBA Cover Damian Lillard Slam Magazine 28 cm;(Funko,Gad¿ety koszykarskie);115,00z³;Funko;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong><span style="font-size: small;">Figurka Funko POP! NBA Cover Damian Lillard Slam Magazine.</span></strong></p><p><span style="font-size: small;">Urocza figurka wykonana jest z winylu.</span></p><p><span style="font-size: small;">Wymiary: ok. 28 cm.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki Funko POP! dostêpne w naszym sklepie.</strong></span></p><div id="spoon-plugin-kncgbdglledmjmpnikebkagnchfdehbm-2" style="display: none;"> </div></div>
;1;Figurka Funko POP NBA Cover Scottie Barnes Slam Magazine 28 cm;(Funko,Gad¿ety koszykarskie);89,00z³;Funko;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong><span style="font-size: small;">Figurka Funko POP! NBA Cover Scottie Barnes Toronto Raptors Slam Magazine.</span></strong></p><p><span style="font-size: small;">Urocza figurka wykonana jest z winylu.</span></p><p><span style="font-size: small;">Wymiary: ok. 28 cm.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki Funko POP! dostêpne w naszym sklepie.</strong></span></p><div id="spoon-plugin-kncgbdglledmjmpnikebkagnchfdehbm-2" style="display: none;"> </div></div>
;1;Figurka Funko POP NBA Cover Trae Young Slam Magazine 28 cm;(Funko,Gad¿ety koszykarskie);119,00z³;Funko;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong><span style="font-size: small;">Figurka Funko POP! NBA Cover Trae Young Atlanta Hawks Slam Magazine.</span></strong></p><p><span style="font-size: small;">Urocza figurka wykonana jest z winylu.</span></p><p><span style="font-size: small;">Wymiary: ok. 28 cm.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki Funko POP! dostêpne w naszym sklepie.</strong></span></p><div id="spoon-plugin-kncgbdglledmjmpnikebkagnchfdehbm-2" style="display: none;"> </div></div>
;1;Figurka Funko POP NBA Cover Devin Booker Slam Magazine 28 cm;(Funko,Gad¿ety koszykarskie);95,00z³;Funko;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong><span style="font-size: small;">Figurka Funko POP! NBA Cover Devin Booker Phoenix Suns Slam Magazine.</span></strong></p><p><span style="font-size: small;">Urocza figurka wykonana jest z winylu.</span></p><p><span style="font-size: small;">Wymiary: ok. 28 cm.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki Funko POP! dostêpne w naszym sklepie.</strong></span></p><div id="spoon-plugin-kncgbdglledmjmpnikebkagnchfdehbm-2" style="display: none;"> </div></div>
